Opportunity_ID;Customer Name;Customer_Segment;Sector;Country;Customer_Status;Annual_Speed;Length_Of_Sales_Cycle;Product_Name;Highest_Contract_Level;Compelling_Event;RFP;Sales_Engineer_Engaged;Services_Included;Customer_Meeting;License;Contacts;Opportunity_Value
LOU61444DHAM;Lou Windham;SMB;Healthcare;UK;current customer;Small;2 Years;Analytics;C-Level;Yes;Yes;Yes;Yes;6;95;57;25000
TOM58194TTLE;Tom Little;SMB;Apparel;UK;prior customer;Huge;6 Months;Identity Server;Manager Level;Yes;Yes;Yes;Yes;16;58;81;34000
MAR23773BURG;MARIE WITENBURG;Fortune500;Retail;UK;prior customer;Medium;6 Months;Security;C-Level;Yes;No;Yes;Yes;19;150;72;48000
MAR83273DROK;MARIE ZDROK;Enterprise;Goods;China;prior customer;Huge;1 Year;CRM;C-Level;Yes;Yes;No;No;11;63;87;68000
LOR92337INNY;LORI ZINNY;Fortune500;Healthcare;India;current customer;Big;1 Year;Web Server;C-Level;Yes;No;No;No;22;474;54;93000
JAN82204SSIN;JANET ZUSSIN;Fortune500;Construction;France;prior customer;Large;18 Months;Security;Manager Level;No;Yes;No;Yes;6;201;126;65000
JAN75891ILLO;JANE CASTILLO;Enterprise;Manufacturing;Russia;prior customer;Small;1 Year;Identity Server;Individual Contributor Level;Yes;No;No;Yes;9;216;119;76000
JAN44221CHEZ;JANE SANCHEZ;SMB;Retail;Russia;prior customer;Large;2 Years;Application Server;Manager Level;Yes;No;Yes;Yes;9;148;54;70000
P. 40279AKER;P. Baker;Fortune500;Goods;China;prospect;Small;6 Months;CRM;Manager Level;Yes;No;No;No;5;110;24;18000
ALA17224AITH;ALAN FAITH;SMB;Healthcare;France;prospect;Small;1 Month;Identity Server;Individual Contributor Level;No;Yes;Yes;Yes;31;33;45;44000
JIM19606AIZL;JIM FARAIZL;Fortune500;High tech;Brazil;current customer;Large;1 Year;Application Server;C-Level;Yes;No;No;No;40;471;128;125000
ALA87484RRAR;ALAN FARRAR;SMB;Goods;China;prospect;Huge;2 Years;ERP;Individual Contributor Level;No;No;No;Yes;19;77;151;39000
BIL72819ANCE;BILL FERNANCE;Fortune500;Construction;China;current customer;Medium;1 Month;Application Server;Individual Contributor Level;Yes;No;Yes;No;18;83;55;35000
BIL65759RARA;BILL FERRARA;Fortune500;Apparel;India;current customer;Small;1 Year;Application Server;C-Level;No;Yes;No;No;19;354;112;182000
ALA83088INER;ALAN FINER;Enterprise;Manufacturing;China;prior customer;Huge;6 Months;Web Server;C-Level;No;Yes;Yes;No;20;285;78;54000
JAM90706UPER;JAMES GRUPER;SMB;Consumer Product;UK;prospect;Small;6 Months;Analytics;Manager Level;Yes;No;Yes;No;23;67;114;28000
JOH87748NROS;JOHN GRÍNROS;SMB;Retail;North America;prospect;Big;6 Months;ERP;Manager Level;Yes;Yes;No;No;19;25;32;27000
ALA91907TTEL;ALAN GUETTEL;SMB;Apparel;Russia;prior customer;Medium;6 Months;Database;Manager Level;No;Yes;Yes;Yes;13;33;141;25000
BEN76202UIER;BEN GUIER;Enterprise;Goods;Italy;prospect;Small;1 Year;ERP;Individual Contributor Level;No;Yes;No;Yes;21;120;86;37000
ALA43823WARA;ALAN GWARA;SMB;Apparel;Russia;prospect;Medium;6 Months;Database;Individual Contributor Level;No;Yes;No;No;12;78;14;42000
SAN12574RNER;Sandra 00Turner;Enterprise;Goods;Brazil;prior customer;Huge;2 Years;Portal;Manager Level;No;Yes;No;No;5;260;79;37000
MAR93304LLER;Mark Miller;SMB;Construction;Russia;prior customer;Big;1 Month;Analytics;Individual Contributor Level;No;No;Yes;Yes;21;112;6;38000
SCO86191RKER;Scott Parker;Enterprise;Goods;Russia;current customer;Small;1 Year;Web Server;Manager Level;No;No;No;Yes;19;184;98;53000
TAN76444NDRA;Tandra;Fortune500;Apparel;UK;current customer;Large;1 Year;Security;C-Level;No;Yes;Yes;No;41;406;34;157000
PAS58316ERTS;Pascal Roberts;SMB;Goods;Germany;current customer;Big;1 Month;Application Server;Individual Contributor Level;Yes;No;Yes;Yes;26;82;111;36000
KIM65236EAST;Kim Possible Inc. - East;Fortune500;Construction;UK;current customer;Large;1 Year;Security;C-Level;Yes;No;No;No;47;470;49;139000
NEW49634ATES;New Nelson Tax & Associates;SMB;Consumer Product;China;current customer;Medium;1 Year;Portal;Manager Level;No;No;No;Yes;13;19;32;30000
NEW39664BULL;New Emma Bull;SMB;Healthcare;Germany;prior customer;Small;18 Months;Portal;Manager Level;Yes;No;No;No;9;222;134;70000
NEW52078VANS;New John Evans;Enterprise;Construction;North America;prior customer;Big;1 Month;Portal;C-Level;No;No;Yes;Yes;5;134;122;61000
NEW44366ZAHN;New Roger Zahn;Enterprise;Finserv;Russia;prior customer;Huge;2 Years;Portal;C-Level;No;No;No;Yes;22;130;17;49000
NEW24298ATES;New Chelsa Quinn Yates;Fortune500;Retail;UK;prospect;Big;1 Month;Analytics;Manager Level;No;No;Yes;No;10;92;60;24000
NEW94908NSEN;New Robert Jensen;SMB;Consumer Product;Germany;current customer;Medium;6 Months;Web Server;C-Level;No;No;No;No;17;80;96;35000
NEW13557SSON;New Joe Masson;Fortune500;Manufacturing;UK;current customer;Huge;1 Year;ERP;C-Level;Yes;Yes;Yes;Yes;42;459;107;150000
NEW53987LINS;New Tracy Collins;Fortune500;Goods;Italy;current customer;Medium;1 Year;Portal;C-Level;No;Yes;Yes;Yes;42;281;199;170000
NEW61820YNCH;New Alex Lynch;Enterprise;Finserv;Russia;current customer;Big;2 Years;Identity Server;C-Level;No;Yes;Yes;Yes;9;74;72;73000
NEW91114RTIN;New Steve Martin;Enterprise;High tech;Italy;prior customer;Small;6 Months;Web Server;C-Level;Yes;No;Yes;Yes;14;177;104;49000
NEW10087ARDA;New Agnes Varda;Fortune500;Healthcare;Brazil;current customer;Huge;1 Year;Database;C-Level;Yes;Yes;No;No;46;236;136;148000
NEW54319OOKS;New Albert Brooks;SMB;Apparel;North America;prospect;Large;18 Months;Portal;Individual Contributor Level;No;Yes;Yes;No;20;44;53;21000
NEW98460URNS;New Edward Burns;Enterprise;Retail;Russia;prior customer;Small;6 Months;Portal;C-Level;No;No;No;Yes;14;115;66;59000
NEW40335KING;New Peter King;Enterprise;Apparel;Germany;prior customer;Big;1 Year;CRM;C-Level;No;Yes;No;No;8;276;129;36000
NEW74009RKER;New Douglas Barker;Enterprise;High tech;UK;current customer;Big;2 Years;Portal;C-Level;Yes;Yes;Yes;Yes;27;271;16;64000
NEW84101DAMS;New Janett Adams;SMB;Healthcare;UK;prospect;Huge;1 Year;Analytics;C-Level;Yes;No;Yes;Yes;30;105;92;29000
NEW96822 BEY;New Ronald Bey;Fortune500;Finserv;Italy;current customer;Medium;1 Year;Web Server;C-Level;Yes;Yes;Yes;Yes;43;336;73;163000
NEW24684RLIN;New Becker Berlin;Enterprise;Finserv;North America;current customer;Huge;1 Month;Web Server;C-Level;No;Yes;No;Yes;29;63;71;74000
NEW58895GMBH;New Lampen-Markt GmbH;Enterprise;Construction;France;prior customer;Huge;6 Months;Analytics;C-Level;No;No;No;Yes;5;218;116;65000
NEW36898ARKT;New Omega Soft-Hardware Markt;Fortune500;Consumer Product;Russia;current customer;Huge;1 Year;Web Server;C-Level;Yes;No;Yes;No;28;385;24;132000
NEW24799GMBH;New Autohaus Franzl GmbH;Fortune500;Healthcare;China;current customer;Large;1 Year;Web Server;C-Level;No;No;Yes;Yes;48;468;116;145000
NEW85552HUNG;New Institut fuer Umweltforschung;Enterprise;Goods;Italy;prior customer;Huge;1 Month;Portal;Manager Level;Yes;Yes;No;No;16;261;31;53000
NEW50157ARKT;New Karsson High Tech Markt;Fortune500;Consumer Product;North America;current customer;Large;1 Year;Identity Server;C-Level;Yes;No;Yes;Yes;32;318;67;104000
NEW31923BURG;New ERL Freiburg;Enterprise;Healthcare;Germany;prospect;Medium;18 Months;Database;C-Level;Yes;Yes;No;No;6;193;99;64000
NEW18955X KG;New Phundix KG;Enterprise;High tech;UK;prospect;Small;1 Year;Security;C-Level;No;No;No;No;7;179;14;67000
NEW47875H AG;New Hitech AG;Enterprise;Healthcare;Brazil;prior customer;Small;6 Months;Web Server;C-Level;No;Yes;Yes;Yes;21;135;139;64000
NEW65375GMBH;New Motomarkt Stuttgart GmbH;SMB;Manufacturing;India;prior customer;Large;6 Months;ERP;Manager Level;Yes;No;Yes;No;11;66;134;49000
NEW67140AMBY;New Elektromarkt Bamby;Fortune500;Manufacturing;UK;current customer;Medium;1 Year;Database;C-Level;Yes;No;No;No;32;221;103;113000
NEW75560NTER;New Computer Competence Center;Fortune500;Healthcare;Brazil;current customer;Large;1 Year;CRM;C-Level;No;No;Yes;No;44;423;135;155000
NEW19769GMBH;New Minerva Energieversorgung GmbH;Enterprise;Goods;Brazil;prior customer;Large;6 Months;ERP;Manager Level;Yes;Yes;No;Yes;5;57;143;40000
NEW81124ARKT;New LCH Markt;Enterprise;Consumer Product;Japan;prospect;Medium;1 Year;ERP;Manager Level;No;Yes;Yes;Yes;27;63;36;64000
NEW57192LEAR;New Christal Clear;SMB;Construction;Russia;prospect;Huge;1 Month;CRM;Manager Level;Yes;Yes;Yes;Yes;13;18;96;24000
NEW91566OELN;New Becker Koeln;Fortune500;Construction;Brazil;current customer;Medium;1 Year;CRM;C-Level;No;No;No;Yes;48;469;142;151000
NEW97153GART;New Becker Stuttgart;SMB;Retail;India;prospect;Big;6 Months;Portal;C-Level;Yes;Yes;Yes;Yes;3;35;54;16000
NEW69992K AG;New NSM Pumpentechnik AG;Enterprise;Apparel;Italy;prospect;Big;2 Years;Application Server;Individual Contributor Level;Yes;No;Yes;No;22;43;39;20000
NEW82917DEUS;New Amadeus;Fortune500;Construction;North America;current customer;Small;1 Year;Database;C-Level;No;No;No;No;22;394;78;154000
NEW85317GMBH;New A.I.T. GmbH;Fortune500;Goods;Italy;current customer;Small;1 Year;Portal;C-Level;Yes;Yes;Yes;Yes;49;458;182;126000
NEW56464CKAR;New PILAR am Neckar;Fortune500;Retail;North America;current customer;Huge;1 Year;ERP;C-Level;Yes;No;Yes;Yes;19;334;163;163000
NEW73846E SA;New Societe Chimique Picardie SA;Enterprise;Construction;India;prior customer;Big;6 Months;Security;Individual Contributor Level;No;No;Yes;Yes;11;115;46;69000
NEW83397 INC;New General Distributors Inc;SMB;High tech;China;prospect;Medium;1 Year;Application Server;Individual Contributor Level;Yes;No;Yes;Yes;31;133;90;25000
NEW44294GMBH;New General Distributors GmbH;Fortune500;Retail;Japan;current customer;Small;1 Year;Database;C-Level;No;Yes;No;No;46;465;196;136000
NEW10559INC.;New General Distributors Inc.;Enterprise;High tech;China;prospect;Large;1 Year;CRM;C-Level;Yes;Yes;Yes;Yes;19;61;88;38000
NEW40651TEMS;New C.A.S. Computer Application Systems;Fortune500;Apparel;India;prior customer;Big;6 Months;Database;C-Level;No;Yes;No;Yes;10;121;42;53000
NEW44040UCTS;New Aircraft Products;Enterprise;Manufacturing;North America;prior customer;Large;6 Months;Portal;Manager Level;Yes;No;No;Yes;17;128;142;57000
NEW34329R AG;New Deutsche Computer AG;Fortune500;Construction;North America;current customer;Large;1 Year;Portal;C-Level;Yes;No;No;No;16;577;85;173000
NEW74264GMBH;New TALPA GmbH;Enterprise;Goods;Germany;prior customer;Small;2 Years;Analytics;Manager Level;No;No;Yes;Yes;12;90;92;36000
NEW90101 & P;New J & P;Fortune500;Finserv;Brazil;current customer;Big;1 Year;Database;C-Level;Yes;Yes;Yes;No;21;593;54;142000
NEW24364ORTS;New Motor Sports;Enterprise;Retail;Brazil;prospect;Big;1 Year;Identity Server;Manager Level;Yes;Yes;Yes;No;28;99;126;44000
NEW57787CORP;New Caribbean Computer Supply Corp;Enterprise;Finserv;France;prior customer;Huge;2 Years;Database;Manager Level;No;Yes;Yes;Yes;16;94;28;61000
NEW66948INC.;New Mansur Computers. Inc.;Enterprise;Consumer Product;Italy;prior customer;Small;1 Month;Application Server;C-Level;Yes;Yes;Yes;No;18;117;7;52000
NEW33248GMBH;New Carbor GmbH;SMB;Manufacturing;Italy;current customer;Big;1 Year;CRM;C-Level;Yes;Yes;No;Yes;17;590;25;168000
NEW39778A AG;New SAPSOTA AG;SMB;Healthcare;Brazil;prospect;Huge;6 Months;ERP;Individual Contributor Level;No;No;No;No;23;91;57;14000
NEW90278GMBH;New SudaTech GmbH;Fortune500;Consumer Product;Germany;prior customer;Large;1 Month;Web Server;C-Level;Yes;Yes;No;Yes;16;224;33;50000
NEW82087LIEN;New Etelko Textilien;SMB;Goods;Japan;prospect;Medium;6 Months;ERP;Individual Contributor Level;No;No;No;Yes;28;99;118;44000
NEW22773GMBH;New Software Systeme GmbH;SMB;Construction;Italy;prospect;Small;2 Years;CRM;Manager Level;No;No;No;No;19;99;118;48000
NEW80175. AG;New COMPU Tech. AG;Enterprise;Consumer Product;France;prior customer;Medium;6 Months;Portal;C-Level;No;No;No;Yes;10;169;26;53000
NEW64403TERS;New Jaspers Computers;Fortune500;High tech;Japan;current customer;Small;1 Month;CRM;Manager Level;Yes;Yes;No;No;4;25;93;44000
NEW24406GMBH;New CompuMax GmbH;SMB;Construction;North America;current customer;Large;6 Months;Application Server;Individual Contributor Level;Yes;Yes;No;Yes;30;144;108;37000
NEW57097T KG;New PC-World Stuttgart KG;Fortune500;Finserv;Russia;prior customer;Big;18 Months;CRM;Individual Contributor Level;Yes;Yes;Yes;Yes;19;140;144;50000
NEW13925GMBH;New Alpha-Systems GmbH;Enterprise;Finserv;India;prospect;Medium;18 Months;CRM;Individual Contributor Level;No;No;No;No;11;72;118;28000
NEW19123CTRO;New S.C.T. Electro;SMB;Consumer Product;Italy;prospect;Medium;2 Years;CRM;C-Level;Yes;Yes;No;Yes;19;137;148;24000
NEW54914RKET;New Bit Market;SMB;Manufacturing;UK;current customer;Medium;1 Year;ERP;C-Level;Yes;No;Yes;No;24;295;102;160000
NEW57270GMBH;New HTG Komponente GmbH;Fortune500;Construction;North America;current customer;Small;1 Year;Application Server;C-Level;No;No;Yes;Yes;16;154;54;140000
NEW59101GMBH;New Motomarkt Heidelberg GmbH;Enterprise;High tech;France;prospect;Huge;1 Month;ERP;Manager Level;No;Yes;No;No;4;57;81;11000
NEW17198PORT;New Napoli Export;SMB;Manufacturing;Russia;prospect;Huge;1 Month;Application Server;Individual Contributor Level;Yes;Yes;Yes;No;2;72;87;42000
NEW36205G CO;New Jashanmal International Trading Co;SMB;Apparel;Germany;prior customer;Small;1 Month;Identity Server;Individual Contributor Level;No;No;Yes;No;6;82;132;35000
NEW34847N SA;New Bernardin SA;Enterprise;Retail;UK;prospect;Huge;1 Year;Security;C-Level;No;Yes;Yes;Yes;12;56;112;62000
NEW76963LTD.;New Miller & Son Trading Ltd.;SMB;Construction;Brazil;prospect;Large;18 Months;Application Server;Individual Contributor Level;Yes;Yes;Yes;No;25;67;51;31000
NEW69602ROUP;New Norwegian Import & Export Group;Fortune500;Consumer Product;India;current customer;Large;1 Year;Identity Server;C-Level;Yes;Yes;No;No;30;380;24;157000
NEW34726INC.;New Thomas Bush Inc.;SMB;Finserv;Italy;prospect;Small;6 Months;Security;C-Level;Yes;Yes;Yes;Yes;25;21;51;33000
NEW70016INC.;New Industrial Supplies Inc.;SMB;Consumer Product;Russia;prior customer;Big;2 Years;Identity Server;Individual Contributor Level;No;Yes;No;No;19;87;100;33000
NEW57047INC.;New Live Insurance Inc.;SMB;Construction;Japan;prospect;Large;1 Month;ERP;Individual Contributor Level;Yes;No;Yes;Yes;18;61;83;18000
NEW31174STEM;New Davis Integration System;SMB;Goods;UK;prospect;Medium;1 Month;Portal;Individual Contributor Level;Yes;Yes;Yes;Yes;4;15;96;24000
NEW35985PANY;New Insurance Company;Fortune500;Apparel;Japan;current customer;Medium;1 Year;Database;C-Level;Yes;No;Yes;No;39;423;97;137000
NEW18190NTER;New Princeton Health Center;SMB;Manufacturing;North America;prospect;Medium;18 Months;Identity Server;Individual Contributor Level;Yes;No;Yes;No;16;40;118;13000
NEW79651LOGY;New Candid International Technology;Enterprise;Finserv;Russia;prior customer;Huge;1 Year;Security;Manager Level;No;No;No;Yes;10;172;152;59000
NEW89216ORP.;New Mafor Software Service Corp.;Enterprise;Apparel;UK;prospect;Large;1 Year;CRM;Manager Level;No;Yes;No;No;27;141;122;17000
NEW16829TING;New Cross Worlds Consulting;SMB;High tech;Germany;current customer;Big;1 Year;Database;C-Level;No;No;No;No;49;341;169;162000
NEW11007 INC;New Andyna and Dynana Laboratories Inc;SMB;Construction;France;prior customer;Small;1 Year;Analytics;Manager Level;No;Yes;No;Yes;10;119;88;31000
NEW11424ENSE;New Department of Defense;SMB;Manufacturing;Russia;prospect;Huge;6 Months;Identity Server;Individual Contributor Level;No;Yes;Yes;No;11;118;126;38000
NEW36717INC.;New Palo Alto Airways Inc.;Enterprise;Finserv;China;prior customer;Huge;1 Year;Database;Individual Contributor Level;Yes;Yes;Yes;Yes;5;146;6;71000
NEW27738VIDA;New Hotel Alfonso Del Vida;SMB;Construction;North America;prospect;Small;1 Month;ERP;Manager Level;Yes;No;No;Yes;28;67;154;41000
NEW76702WERS;New La Quinta Hotel & Towers;SMB;Healthcare;Germany;prospect;Huge;18 Months;Security;C-Level;No;No;Yes;Yes;7;104;115;31000
NEW85034T YY;New Rogier Golf Resort YY;Enterprise;Finserv;North America;prospect;Big;1 Year;ERP;Manager Level;No;Yes;Yes;Yes;23;198;30;61000
NEW50368 SPA;New Park Lane Hotel And Spa;Fortune500;Manufacturing;Germany;current customer;Big;1 Year;CRM;C-Level;No;Yes;Yes;Yes;24;234;145;198000
NEW70276TORE;New Media Store;Fortune500;Goods;Brazil;prospect;Huge;18 Months;Identity Server;Individual Contributor Level;No;No;Yes;Yes;16;23;106;11000
NEW28582NTER;New ALPHA Center;Enterprise;Consumer Product;France;prior customer;Small;18 Months;Identity Server;Manager Level;Yes;Yes;No;Yes;5;238;23;76000
NEW33674NICS;New Tidemann Electronics;SMB;Consumer Product;UK;prospect;Medium;18 Months;ERP;Manager Level;Yes;No;No;No;2;137;22;18000
NEW70258GIES;New Ketiv Technologies;Enterprise;Finserv;Russia;prior customer;Medium;6 Months;Identity Server;C-Level;No;Yes;No;Yes;26;231;27;41000
NEW22659PORT;New Tornado Motorsport;Enterprise;Retail;Brazil;prospect;Huge;6 Months;Portal;Individual Contributor Level;Yes;Yes;Yes;No;23;81;83;46000
NEW77379CING;New Hotshot Racing;Enterprise;Consumer Product;Germany;prior customer;Big;1 Month;Web Server;Manager Level;No;No;Yes;Yes;29;55;53;55000
NEW63277ORTS;New Tornado Motorsports;Fortune500;Construction;Brazil;prior customer;Small;6 Months;Portal;Individual Contributor Level;No;Yes;No;No;24;21;114;47000
NEW51746INC.;New Computer Specialists Inc.;SMB;Retail;France;prospect;Large;6 Months;ERP;Individual Contributor Level;No;No;No;Yes;22;143;7;38000
NEW99620PANY;New LES Sales Company;SMB;High tech;France;prior customer;Big;6 Months;Portal;Individual Contributor Level;No;No;Yes;No;22;60;52;47000
NEW79195LOGY;New Candid International Technology;SMB;Retail;Germany;prior customer;Large;1 Year;Database;C-Level;Yes;Yes;No;No;21;278;57;65000
NEW19073TION;New PH Monitor Corporation;Fortune500;Apparel;India;current customer;Medium;1 Year;CRM;C-Level;No;No;Yes;Yes;23;331;177;167000
NEW94637 LTD;New North Energy Ltd;SMB;Apparel;North America;prior customer;Small;2 Years;Security;C-Level;Yes;No;No;No;22;158;87;42000
NEW39694TION;New Wallace Distribution;Enterprise;Goods;India;prior customer;Big;18 Months;Security;C-Level;No;Yes;No;Yes;5;243;117;70000
NEW55835PANY;New Powers & Company;SMB;Consumer Product;Russia;prospect;Large;6 Months;Database;C-Level;Yes;Yes;No;No;22;81;24;46000
NEW77614TION;New Thomas World Distribution;Fortune500;Retail;China;current customer;Medium;1 Year;Portal;C-Level;No;Yes;No;Yes;18;300;111;155000
NEW74458ATED;New Company World Incorporated;Fortune500;Finserv;North America;prior customer;Medium;6 Months;Security;Manager Level;No;No;No;Yes;11;69;79;16000
NEW18838TECH;New Compu Tech;Enterprise;Manufacturing;Brazil;prospect;Medium;6 Months;Security;C-Level;Yes;Yes;Yes;No;8;206;42;51000
NEW31154INC.;New Alexander Inc.;Enterprise;High tech;Brazil;prior customer;Large;6 Months;Identity Server;C-Level;Yes;No;Yes;Yes;29;172;131;59000
NEW42057MITH;New Karl Smith;SMB;Goods;Brazil;prospect;Small;1 Month;Application Server;Manager Level;Yes;Yes;No;No;4;126;60;12000
NEW48916GMBH;New Hallmann Anlagenbau GmbH;Enterprise;Retail;Russia;current customer;Huge;18 Months;CRM;Manager Level;Yes;Yes;Yes;No;28;52;110;53000
NEW42462TERS;New RIWA Headquarters;Fortune500;Construction;France;current customer;Small;1 Year;CRM;C-Level;No;No;Yes;Yes;28;183;171;146000
NEW35568NVER;New RIWA Regional Warehouse Denver;Fortune500;Construction;France;current customer;Huge;1 Year;Identity Server;C-Level;No;Yes;No;No;30;299;126;123000
NEW49117S.A.;New Inustrias Pacificas S.A.;Enterprise;Apparel;Brazil;current customer;Huge;6 Months;Security;Individual Contributor Level;No;Yes;No;No;18;39;36;43000
NEW94467E AG;New Flatter & Asche AG;Enterprise;Consumer Product;France;prior customer;Large;1 Month;CRM;C-Level;No;No;Yes;Yes;29;165;22;48000
NEW78173ANDS;New Andrew Sands;Enterprise;Construction;Japan;prior customer;Huge;2 Years;Database;Manager Level;No;No;No;Yes;15;278;36;50000
NEW27924YLOR;New John Taylor;SMB;Finserv;Italy;prospect;Large;1 Month;ERP;C-Level;Yes;No;No;No;26;56;73;44000
NEW83420R AG;New Zuber AG;Enterprise;Healthcare;Russia;prior customer;Small;1 Month;Web Server;C-Level;No;Yes;No;Yes;29;271;27;55000
NEW50961G AG;New Feuerwehr Tuning AG;Fortune500;Apparel;India;current customer;Big;1 Year;Analytics;C-Level;No;No;Yes;No;29;338;61;137000
NEW64005GMBH;New Walther Maschinenbau GmbH;SMB;Manufacturing;Italy;prospect;Small;1 Year;CRM;Manager Level;Yes;Yes;Yes;No;29;55;122;49000
NEW18499WEHR;New Schnelle Feuerwehr;Enterprise;Consumer Product;North America;prior customer;Big;6 Months;ERP;Manager Level;Yes;No;No;No;16;163;17;44000
NEW45922UNDE;New Einmalkunde;SMB;Goods;North America;prospect;Huge;2 Years;Application Server;Manager Level;No;No;No;No;10;108;37;21000
